NAME,Species,Origin, latitude, longitude
DALEM,Brook Trout,Natural Occurrence,46.25010867,-60.42893216
FRENCH RIVER,Brook Trout,Natural Occurrence,46.51707922,-60.53218209
INGONISH,Brook Trout,Natural Occurrence,46.59996076,-60.61667147
LARKIN,Brook Trout,Natural Occurrence,45.4000039,-61.98333767
MACDONALDS PONDS,Brook Trout,Natural Occurrence,46.31728141,-60.71863338
MACKILLOPS,White Perch,Natural Occurrence,46.1095952,-60.68042869
MORRISONS,Brook Trout,Natural Occurrence,46.86940029,-60.56915066
PATTERSON,Brook Trout,Natural Occurrence,46.23674312,-60.451023
SIEFERTS,Brook Trout,Natural Occurrence,46.39866847,-60.68857402
SNAKE CAT,Brook Trout,Natural Occurrence,46.28829117,-60.71815014
AGARD,Smallmouth Bass,Illegal Introduction,43.91780893,-66.00001958
ALLEN,Smallmouth Bass,Illegal Introduction,43.95057184,-66.14419463
BEAVERCREEK,Yellow Perch,Natural Occurrence,44.08109041,-65.51705791
BEAVERHOUSE,Smallmouth Bass,Illegal Introduction,44.04844085,-65.8017241
BENNETTS,White Perch,Natural Occurrence,43.91918556,-65.90146761
BIGGARS,Brook Trout,Natural Occurrence,43.92117796,-65.77050477
BOWER,Atlantic Salmon,Natural Occurrence,44.08764245,-65.77434693
BRAZIL,White Perch,Natural Occurrence,44.00630928,-66.00002736
BRENTON,White Perch,Natural Occurrence,43.96102813,-66.06761925
BUNKERS,White Perch,Natural Occurrence,43.91975397,-66.07913444
BUTLERS,White Perch,Natural Occurrence,43.92529822,-66.123604
CEDAR,White Perch,Natural Occurrence,44.02375381,-66.1118052
CHURCHILLS,White Perch,Natural Occurrence,43.98920356,-66.14061139
CHURCHILLS MILL,Yellow Perch,Natural Occurrence,43.8600447,-66.0563598
CRAIN,Yellow Perch,Natural Occurrence,44.12848664,-65.46987314
CROSBY'S,Yellow Perch,Natural Occurrence,44.0275801,-66.08360564
DARLING,Smallmouth Bass,Illegal Introduction,43.96510737,-66.12632701
DEMOLITER,Yellow Perch,Natural Occurrence,43.95804906,-65.42402337
DOCTOR,White Perch,Natural Occurrence,43.88488719,-66.10000416
ELLENWOOD,White Perch,Natural Occurrence,43.92676779,-65.98797596
ENGLISH CLEARWATER,White Perch,Natural Occurrence,43.86093206,-65.87666397
FANNING,Smallmouth Bass,Illegal Introduction,44.01523517,-65.91614365
FIRST BEAR,Yellow Perch,Natural Occurrence,44.12175921,-65.66879896
FREEMANS,Brook Trout,Natural Occurrence,43.88708288,-65.86068188
FRENCH,Yellow Perch,Natural Occurrence,43.63954691,-65.70686485
FRENCH CLEARWATER,White Perch,Natural Occurrence,43.88499127,-65.91842848
FROST,White Perch,Natural Occurrence,43.79871388,-65.84814303
GILLFILLAN,Brook Trout,Natural Occurrence,43.95071905,-65.80326949
GREAT BARREN,Brook Trout,Natural Occurrence,43.8460315,-65.73185342
GREAT PUBNICO,Brook Trout,Natural Occurrence,43.72157315,-65.67996899
HAMILTON,Brook Trout,Natural Occurrence,44.10637284,-65.92212372
JAMES,White Perch,Natural Occurrence,43.93667927,-65.7772676
JANES,Brook Trout,Natural Occurrence,44.00803354,-65.87350374
JESSE,Brook Trout,Natural Occurrence,44.03335353,-66.00895501
KEGESHOOK,Brook Trout,Natural Occurrence,43.96029304,-65.79099423
KEMPT BACK,Smallmouth Bass,Illegal Introduction,44.06417368,-65.85352107
KILLAMS,White Perch,Natural Occurrence,44.00653295,-66.07953287
LAC a PIC,Brook Trout,Natural Occurrence,43.90218071,-65.83652661
LITTLE BRAZIL,Yellow Perch,Natural Occurrence,43.99593755,-66.01097797
LOUIS,Brook Trout,Natural Occurrence,43.93082686,-65.75498205
MARCEL,White Perch,Natural Occurrence,43.88477197,-65.89521442
MILO,White Perch,Natural Occurrence,43.8606336,-66.11452373
MINGO BECK,White Perch,Natural Occurrence,43.87260922,-65.89909301
MOSES,White Perch,Natural Occurrence,43.86852255,-65.84320442
MUSHPAUK,Yellow Perch,Natural Occurrence,43.85389041,-65.80871682
OGDEN,Smallmouth Bass,Illegal Introduction,44.05382244,-65.90341988
PARR,Smallmouth Bass,Illegal Introduction,44.08956754,-65.90329576
QUINAN,Chain Pickerel,Illegal Introduction,43.91965677,-65.82923645
RANDALS,White Perch,Natural Occurrence,43.83681824,-65.85814062
RAYNARDS,Smallmouth Bass,Illegal Introduction,43.96242397,-65.9182186
RODNEYS,White Perch,Natural Occurrence,43.91410241,-66.13790049
ROUNDING,American Eel,Natural Occurrence,44.04348667,-65.92740314
SALMON,Brook Trout,Natural Occurrence,44.13416097,-65.87011745
SLOANS,Smallmouth Bass,Illegal Introduction,43.98216553,-65.92780202
SOLOMON,Brook Trout,Natural Occurrence,44.0469227,-65.73813061
SOMES,White Perch,Natural Occurrence,43.95990471,-65.89694401
SUNDAY,Chain Pickerel,Illegal Introduction,44.11004432,-65.78976527
TAYLORS,Brook Trout,Natural Occurrence,43.90886077,-66.12549553
TREFRY,Brown Bullhead,Natural Occurrence,43.83443184,-66.0445164
TWO ISLAND,White Perch,Natural Occurrence,44.03080272,-66.07093232
VAUGHAN,Smallmouth Bass,Illegal Introduction,43.90711693,-65.95777767
WELLINGTON,Brook Trout,Natural Occurrence,43.94998101,-66.08333791
WHESTONE,Yellow Perch,Natural Occurrence,44.10418758,-65.4819047
WILSONS,White Perch,Natural Occurrence,43.92855864,-65.88331238
